[2025-07-31 14:14:48] [INFO    ] discord.client: logging in using static token
[2025-07-31 14:14:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Moute Bot', 'primary_guild': None, 'mfa_enabled': False, 'id': '1400568211333840936', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '5648', 'clan': None, 'bot': True, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'session_type': 'normal', 'session_id': 'a645ebf6c28b91dea3b84f91db1f6d42', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '501919961573228546'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['santa-clara', 'us-west', 'oregon', 'seattle', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1400568211333840936', 'flags': 557056}, '_trace': ['["gateway-prd-us-east1-d-qp8v",{"micros":194558,"calls":["id_created",{"micros":420,"calls":[]},"session_lookup_time",{"micros":1673,"calls":[]},"session_lookup_finished",{"micros":18,"calls":[]},"discord-sessions-prd-2-6",{"micros":192081,"calls":["start_session",{"micros":183257,"calls":["discord-api-rpc-5ffffffbc5-5kpv9",{"micros":150475,"calls":["get_user",{"micros":45323},"get_guilds",{"micros":4847},"send_scheduled_deletion_message",{"micros":12},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":5},"pending_payments",{"micros":4444},"apex_experiments",{"micros":2208},"user_activities",{"micros":5},"played_application_ids",{"micros":2}]}]},"starting_guild_connect",{"micros":52,"calls":[]},"presence_started",{"micros":6750,"calls":[]},"guilds_started",{"micros":44,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":1961,"calls":[]},"connect_finished",{"micros":1963,"calls":[]},"build_ready",{"micros":11,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-07-31 14:14:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 14:14:49] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: a645ebf6c28b91dea3b84f91db1f6d42).
[2025-07-31 14:14:49] [DEBUG   ] discord.client: Dispatching event connect
[2025-07-31 14:14:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'icon': '47f3dfdf48d2b6115c5cab8c12940ddd', 'public_updates_channel_id': None, 'safety_alerts_channel_id': None, 'activity_instances': [], 'owner_id': '239807960832802816', 'nsfw_level': 0, 'hub_type': None, 'rules_channel_id': None, 'latest_onboarding_question_id': None, 'presences': [], 'profile': None, 'mfa_level': 0, 'max_members': 25000000, 'preferred_locale': 'en-US', 'max_video_channel_users': 25, 'embedded_activities': [], 'voice_states': [], 'max_stage_video_channel_users': 50, 'inventory_settings': None, 'application_id': None, 'splash': None, 'home_header': None, 'id': '501919961573228546', 'emojis': [{'version': 0, 'roles': [], 'require_colons': True, 'name': 'smug', 'managed': False, 'id': '681243087657631759', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'breh2', 'managed': False, 'id': '681243169127661586', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'wtf_face', 'managed': False, 'id': '681243429337825319', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'coolcry', 'managed': False, 'id': '682758500350296237', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'highh', 'managed': False, 'id': '691564521570959399', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'tsundere_face2', 'managed': False, 'id': '716512709675581461', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'isforme', 'managed': False, 'id': '763153089116373002', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'j_happy', 'managed': False, 'id': '766571094886842370', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'boredom', 'managed': False, 'id': '771908687400927242', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'shypeek', 'managed': False, 'id': '771908701099524097', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'sad_e_boy', 'managed': False, 'id': '771908904715157534', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'gabstare', 'managed': False, 'id': '780613730005680149', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'irelialove', 'managed': False, 'id': '780613757037969409', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OLove', 'managed': False, 'id': '783502777581961216', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OExcited', 'managed': False, 'id': '783502895844294707', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OCry', 'managed': False, 'id': '783503212488425512', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OBlush', 'managed': False, 'id': '783503234564227072', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OFacepalm', 'managed': False, 'id': '783503325559652372', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ONom', 'managed': False, 'id': '783503381015560223', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OPout', 'managed': False, 'id': '783503740735979530', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OExcited', 'managed': False, 'id': '783503758629928980', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OThink', 'managed': False, 'id': '783503773652877343', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OSmug', 'managed': False, 'id': '783503789311131688', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OSmile', 'managed': False, 'id': '783503813722112020', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OStare', 'managed': False, 'id': '783503829576450058', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ORip', 'managed': False, 'id': '783503843291299861', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OShrug', 'managed': False, 'id': '783503890451791933', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'lanfearlove', 'managed': False, 'id': '814680392191836160', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'stareee', 'managed': False, 'id': '828587412606812191', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'oBLANKIES', 'managed': False, 'id': '847734203764572180', 'available': True, 'animated': True}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'quikKith', 'managed': False, 'id': '879840925713571840', 'available': True, 'animated': True}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OComfy', 'managed': False, 'id': '895477209060478977', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OHowdy', 'managed': False, 'id': '895477209098252320', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ODead', 'managed': False, 'id': '895477209198899221', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ONotLikeThis', 'managed': False, 'id': '895477209421205505', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OLaugh', 'managed': False, 'id': '895477209547038782', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'No', 'managed': False, 'id': '895477209580580864', 'available': True, 'animated': True}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ORave', 'managed': False, 'id': '895477209609949224', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'Shy', 'managed': False, 'id': '895477209614139462', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'OVibe', 'managed': False, 'id': '895477209639292939', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ODab', 'managed': False, 'id': '895477209693818931', 'available': True, 'animated': False}, {'version': 0, 'roles': [], 'require_colons': True, 'name': 'ODisgust', 'managed': False, 'id': '895477209723174943', 'available': True, 'animated': False}, {'version': 1677893536951, 'roles': [], 'require_colons': True, 'name': 'loveamazed', 'managed': False, 'id': '1081388579521036298', 'available': True, 'animated': True}, {'version': 1692689731673, 'roles': [], 'require_colons': True, 'name': 'motgw', 'managed': False, 'id': '1143448352600641597', 'available': True, 'animated': False}], 'moderator_reporting': None, 'name': 'EskimoDiscord', 'unavailable': False, 'banner': None, 'features': ['SOUNDBOARD'], 'verification_level': 0, 'threads': [], 'premium_subscription_count': 0, 'description': None, 'members': [{'user': {'username': 'Moute Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1400568211333840936', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5648', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'roles': ['1400569737473163337'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T20:04:06.820461+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'premium_progress_bar_enabled': False, 'lazy': True, 'afk_channel_id': '501925136400646144', 'nsfw': False, 'system_channel_flags': 0, 'roles': [{'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465839169', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '501919961573228546', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 10, 'permissions': '8804682432511', 'name': 'Owner', 'mentionable': False, 'managed': False, 'id': '501927048554610698', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 7419530}, 'color': 7419530}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '8804682432503', 'name': 'Admin', 'mentionable': True, 'managed': False, 'id': '501927083484905482', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1752220}, 'color': 1752220}, {'version': 0, 'unicode_emoji': None, 'tags': {'bot_id': '441751906428256277'}, 'position': 8, 'permissions': '6442713672', 'name': 'Reaction Role', 'mentionable': False, 'managed': True, 'id': '501928747570692096', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 9, 'permissions': '8804682431063', 'name': 'Bots', 'mentionable': False, 'managed': False, 'id': '501929450951147540', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 9807270}, 'color': 9807270}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '6546771521', 'name': 'Member', 'mentionable': False, 'managed': False, 'id': '501929685505146891', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 6323595}, 'color': 6323595}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '6546775617', 'name': 'Taekwonbro', 'mentionable': False, 'managed': False, 'id': '501941060142891025', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 16385285}, 'color': 16385285}, {'version': 0, 'unicode_emoji': None, 'tags': {'bot_id': '155149108183695360'}, 'position': 3, 'permissions': '8804669681399', 'name': 'Dyno', 'mentionable': False, 'managed': True, 'id': '501943337956409354', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '6546775617', 'name': 'new role', 'mentionable': False, 'managed': False, 'id': '682757693760602127', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '109625990721', 'name': '<3', 'mentionable': False, 'managed': False, 'id': '857413347955048519', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15277667}, 'color': 15277667}, {'version': 1753992246801, 'unicode_emoji': None, 'tags': {'bot_id': '1400568211333840936'}, 'position': 1, 'permissions': '292058164288', 'name': 'Moute Bot', 'mentionable': False, 'managed': True, 'id': '1400569737473163337', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'guild_scheduled_events': [], 'vanity_url_code': None, 'joined_at': '2025-07-31T20:04:06.820461+00:00', 'discovery_splash': None, 'application_command_counts': {}, 'explicit_content_filter': 0, 'member_count': 4, 'owner_configured_content_level': 0, 'premium_tier': 0, 'system_channel_id': '501926900898463744', 'default_message_notifications': 1, 'soundboard_sounds': [{'volume': 1.0, 'user_id': '239807960832802816', 'sound_id': '1353511227422277733', 'name': 'brains', 'guild_id': '501919961573228546', 'emoji_name': '🧠', 'emoji_id': None, 'available': True}], 'stickers': [], 'large': False, 'version': 1742772623573, 'incidents_data': None, 'channels': [{'version': 1704871098668, 'type': 4, 'position': 1, 'permission_overwrites': [], 'name': 'Archived', 'id': '501919961573228547', 'flags': 0}, {'version': 1704871117360, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [{'type': 0, 'id': '501919961573228546', 'deny': '131072', 'allow': '0'}], 'parent_id': '501919961573228547', 'name': 'general', 'last_message_id': '1400585539429597244', 'id': '501919961573228548', 'flags': 0}, {'version': 1704871091493, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'name': 'General', 'last_message_id': None, 'id': '501919961573228550', 'flags': 0, 'bitrate': 64000}, {'version': 1704871091509, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'name': 'AFK', 'last_message_id': None, 'id': '501925136400646144', 'flags': 0, 'bitrate': 12000}, {'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '501919961573228546', 'deny': '2048', 'allow': '0'}], 'name': 'welcome', 'last_message_id': '1400569738358165554', 'id': '501926900898463744', 'flags': 0}, {'version': 1704871117430, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'nsfw': True, 'name': 'nsfw', 'last_message_id': '797068352420839434', 'id': '501938822930497558', 'flags': 0}, {'version': 1704871117385, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'name': 'pictures', 'last_message_id': '1112136355150057552', 'id': '501938958255521792', 'flags': 0}, {'version': 1704871117397, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'name': 'videos', 'last_message_id': '757452887327506433', 'id': '501938985850109964', 'flags': 0}, {'version': 1704871117405, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'name': 'memes', 'last_message_id': '988556278467022848', 'id': '501939007266095125', 'flags': 0}, {'version': 1704871117415, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [{'type': 0, 'id': '501919961573228546', 'deny': '0', 'allow': '3072'}], 'parent_id': '501919961573228547', 'name': 'bot-spam', 'last_message_id': '527412496756113408', 'id': '501939969867120670', 'flags': 0}, {'version': 1704871091338, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': "Eskimo's Igloo", 'id': '501940908632047616', 'flags': 0}, {'version': 1704871091485, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [{'type': 0, 'id': '501927048554610698', 'deny': '0', 'allow': '1048576'}, {'type': 0, 'id': '501919961573228546', 'deny': '1048576', 'allow': '0'}], 'parent_id': '501940908632047616', 'name': "Eskimo's Igloo", 'last_message_id': None, 'id': '501941316926832644', 'flags': 0, 'bitrate': 64000}, {'version': 1726008487017, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '501927048554610698', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '501919961573228546', 'deny': '1024', 'allow': '0'}], 'parent_id': '501940908632047616', 'name': 'me', 'last_pin_timestamp': '2024-09-10T22:48:07+00:00', 'last_message_id': '1398727256913739930', 'id': '656755222097559582', 'flags': 0}, {'version': 1704871091501, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '501919961573228547', 'name': 'General-2', 'last_message_id': None, 'id': '757168879557673012', 'flags': 0, 'bitrate': 64000}, {'version': 1704871117349, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '501940908632047616', 'name': 'copyright', 'last_message_id': '1347760437588136036', 'id': '1172330940563992646', 'flags': 0}, {'version': 1704871117332, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '501940908632047616', 'name': 'references-for-house', 'last_message_id': '1390909352382300201', 'id': '1194540780010868777', 'flags': 0}], 'premium_features': None, 'stage_instances': [], 'region': 'deprecated', 'afk_timeout': 300}}
[2025-07-31 14:14:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 14:14:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'f3bb011336d3993437a67f8c87e9a723', 'members': [{'user': {'username': 'Dyno', 'public_flags': 589824, 'primary_guild': None, 'id': '155149108183695360', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '3861', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b4fdfc64edff74c37e1574d34fad66c2'}, 'roles': ['501943337956409354', '501929450951147540'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2018-10-17T02:23:37.412000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'display_name': 'Eskii', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, {'user': {'username': 'Reaction Role', 'public_flags': 65536, 'primary_guild': None, 'id': '441751906428256277', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5613', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '6a15b355efa0f451bfd3a2bc2d70617e'}, 'roles': ['501928747570692096', '501929450951147540'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2018-10-17T01:25:38.805000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Moute Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1400568211333840936', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5648', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'roles': ['1400569737473163337'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T20:04:06.820461+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '501919961573228546', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-31 14:14:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 14:14:50] [DEBUG   ] discord.state: Processed a chunk for 4 members in guild ID 501919961573228546.
[2025-07-31 14:14:51] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-31 14:14:51] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-31 14:14:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-31T21:14:54.877000+00:00', 'pinned': False, 'nonce': '1400587554826223616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400587555447242802', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 14:14:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 14:14:54] [DEBUG   ] discord.client: Dispatching event message
